"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3699582";"";"0";"514.51";"1";"4.95";"BDBM149402";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1";"IC50";"'<'";"1.0";"nM";"";"";"287848";"UO_0000065";"";"";"";"";"False";"CHEMBL3706050";"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639181";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL4213519";"";"0";"684.62";"2";"5.40";"14a";"COc1ccc(-c2c3c4cc(OC)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F";"IC50";"'='";"559.8";"nM";"6.25";"";"";"UO_0000065";"10.96";"0.20";"0.85";"5.43";"False";"CHEMBL4181934";"Inhibition of recombinant EGFR (unknown origin) T790M/L858R double mutant preincubated for 30 mins followed by poly (Glu-Tyr) biotinylated peptide substrate addition measured after 30 mins in presence of ATP by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177688";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None"
"CHEMBL3806145";"";"0";"403.44";"0";"3.68";"i2";"C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1";"IC50";"'='";"57.8";"nM";"7.24";"";"";"UO_0000065";"17.94";"0.33";"3.56";"9.69";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3806200";"";"0";"432.82";"0";"3.73";"c8";"COCCOc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2";"IC50";"'='";"36.2";"nM";"7.44";"";"";"UO_0000065";"17.19";"0.34";"3.71";"6.31";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3806005";"";"0";"371.37";"0";"3.31";"c3";"COCCOc1cc2ncnc(Nc3ccc(F)cc3)c2c2c1OCCO2";"IC50";"'='";"200.3";"nM";"6.70";"";"";"UO_0000065";"18.04";"0.34";"3.39";"8.96";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3804868";"";"0";"371.82";"0";"4.51";"b4";"CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"21.98";"0.43";"3.66";"12.48";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3804886";"";"0";"440.48";"0";"3.38";"j4";"Fc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1";"IC50";"'='";"83.88";"nM";"7.08";"";"";"UO_0000065";"16.07";"0.30";"3.70";"9.08";"False";"CHEMBL3807186";"Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804755";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL3622642";"";"0";"557.63";"2";"5.32";"6l";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)cc3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"133.9";"nM";"6.87";"";"";"UO_0000065";"12.33";"0.23";"1.55";"7.02";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622629";"";"0";"428.85";"0";"4.46";"5n";"C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"19.21";"0.37";"3.78";"9.65";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622626";"";"0";"478.86";"1";"5.34";"5k";"C=CC(=O)Nc1cc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"104.7";"nM";"6.98";"";"";"UO_0000065";"14.58";"0.29";"1.64";"8.18";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3753444";"";"0";"380.40";"0";"3.81";"6b";"COc1ccc(-c2cc(NC(=O)Nc3ccncc3)cc(OC)c2OC)cn1";"IC50";"'='";"455.17";"nM";"6.34";"";"";"UO_0000065";"16.67";"0.31";"2.53";"6.70";"False";"CHEMBL3756968";"Inhibition of EGFR (unknown origin) incubated for 1 hr assessed as luminescence changes using ATP by ADP-Glo Kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751776";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None"
"CHEMBL4208673";"";"0";"556.69";"1";"4.33";"B26";"CN1CCN(c2nc(Nc3ccc(F)cc3)nc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cn4)cc23)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4197223";"Inhibition of wild type EGFR L858R mutant (unknown origin) using Poly (Glu, Tyr) as substrate after 40 mins by kinase-Glo luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196024";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL1614712";"";"0";"439.56";"0";"4.92";"NVP-AEW541";"Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL3789407";"Inhibition of Her1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL4214588";"";"0";"386.41";"0";"3.80";"30";"COC(=O)c1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"18.99";"0.35";"3.54";"7.55";"False";"CHEMBL4186285";"Inhibition of recombinant human EGFR d746-750/T790M/C797S mutant using poly-Glu-Tyr (4:1) as substrate after 2 hrs in presence of [gamma-33P]-ATP by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184160";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL3632637";"";"0";"548.00";"2";"5.42";"10d";"CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1)C(=O)OCC";"IC50";"'='";"1020.0";"nM";"5.99";"";"";"UO_0000065";"10.93";"0.21";"0.57";"4.81";"False";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3785500";"";"0";"459.59";"0";"4.43";"3";"Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3789991";"Inhibition of HER1 (unknown origin) in presence of [gamma33P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3785066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL4289490";"";"0";"546.08";"2";"5.32";"27";"C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"15.72";"0.30";"3.27";"9.81";"False";"CHEMBL4258550";"Inhibition of recombinant human EGFR T790M/L858R double mutant (696 to end residues) using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None"
"CHEMBL4225777";"";"0";"490.63";"1";"5.01";"C7";"CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccccc4)n(C4CCOCC4)c3n2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4222846";"Inhibition of EGFR L858R/T790M double mutant (unknown origin) using poly (Glu, Tyr) as substrate after 40 mins by kinase-glo plus luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219174";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None"
"CHEMBL3798257";"";"0";"426.31";"1";"5.13";"9d";"Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3802297";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797088";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL4282954";"";"0";"496.57";"0";"4.50";"16";"C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1";"IC50";"'='";"13.5";"nM";"7.87";"";"";"UO_0000065";"15.85";"0.29";"3.37";"8.41";"False";"CHEMBL4258549";"Inhibition of Wild type human EGFR using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None"
"CHEMBL4290568";"";"0";"525.66";"1";"4.97";"24";"C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.12";"0.32";"4.03";"10.28";"False";"CHEMBL4258550";"Inhibition of recombinant human EGFR T790M/L858R double mutant (696 to end residues) using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257480";"1";"Scientific Literature";"MedChemComm";"2018";"None"
"CHEMBL3622635";"";"0";"464.50";"0";"3.47";"6e";"COCCOc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL556684";"";"0";"300.27";"0";"1.90";"1";"COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(O)c1C2=O";"IC50";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1026226";"Inhibition of recombinant EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151842";"1";"Scientific Literature";"J. Nat. Prod.";"2009";"None"
"CHEMBL3774712";"";"0";"433.51";"0";"3.13";"a12";"Cc1ccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCOCC2)C(=O)CO4)cc1";"IC50";"'='";"594.5";"nM";"6.23";"";"";"UO_0000065";"14.36";"0.27";"3.10";"7.80";"False";"CHEMBL3776094";"Inhibition of wildtype EGFR (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774304";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL4105442";"";"0";"496.01";"1";"7.53";"10f";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2Cl)c1";"IC50";"'='";"996.1";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4025983";"Inhibition of recombinant wild type human EGFR (695 to end residues) using Poly (4:1 Glu, Tyr) as substrate after 1 hr by ADP-Glo assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024721";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None"
"CHEMBL501256";"";"0";"254.25";"0";"0.69";"6";"Nc1ncnc2c1ncn2CC(=O)c1cccnc1";"IC50";"'='";"93000.0";"nM";"4.03";"";"";"UO_0000065";"15.86";"0.29";"3.34";"4.05";"False";"CHEMBL949877";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137681";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"None"
"CHEMBL3622619";"";"0";"501.47";"1";"4.67";"5d";"C=CC(=O)Nc1cc2c(Nc3ccc(NC(=O)C=C)c(C(F)(F)F)c3)ncnc2cc1OCCOC";"IC50";"'='";"115.1";"nM";"6.94";"";"";"UO_0000065";"13.84";"0.26";"2.27";"6.06";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622621";"";"0";"534.98";"2";"6.04";"5f";"C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"560.4";"nM";"6.25";"";"";"UO_0000065";"11.69";"0.22";"0.21";"6.61";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622670";"";"0";"499.97";"0";"4.83";"7u";"CC(C)NC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"16.31";"0.32";"3.32";"8.37";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622667";"";"0";"477.87";"1";"5.01";"7r";"O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC(F)F";"IC50";"'='";"9.6";"nM";"8.02";"";"";"UO_0000065";"16.78";"0.33";"3.01";"9.09";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622660";"";"0";"481.96";"1";"5.30";"7k";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C1CC1)C1CC1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3622651";"";"0";"514.00";"2";"5.17";"7b";"COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"16.88";"0.33";"3.51";"9.79";"False";"CHEMBL3625155";"Inhibition of EGFR (unknown origin) by ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621102";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None"
"CHEMBL3655340";"";"0";"471.99";"0";"4.76";"BDBM101230";"CN1CCC[C@H]1/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1";"IC50";"'='";"1.0";"nM";"9.00";"";"218473";"UO_0000065";"19.07";"0.38";"4.24";"14.67";"False";"CHEMBL3705330";"Inhibition Assay: EGFR inhibitory activity of compounds of the present invention is quantified employing the EGFR HTRF assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638553";"37";"BindingDB Database";"";"2013";"None"
"CHEMBL3628811";"";"0";"495.40";"1";"6.77";"19";"O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3631055";"Inhibition of human EGFR after 1 hr using [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627661";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL3628805";"";"0";"329.38";"0";"4.36";"11";"CCOC(=O)Nc1ccc(Oc2ncnc3sccc23)cc1C";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3631055";"Inhibition of human EGFR after 1 hr using [gamma-32P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627661";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL217092";"SARACATINIB";"3";"542.04";"1";"3.94";"AZD-0530";"CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"10.30";"0.20";"1.65";"6.18";"False";"CHEMBL1022371";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153429";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None"
"CHEMBL3754803";"";"0";"509.61";"1";"4.02";"9q";"C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4C)nc32)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3755796";"Inhibiton of wild type EGFR (unknown origin) using Poly (Glu4Tyr1) as substrate incubated for 1 hr by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751728";"1";"Scientific Literature";"MedChemComm";"2015";"None"
"CHEMBL3647967";"";"0";"454.53";"0";"4.65";"BDBM97672";"C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1";"IC50";"'='";"20.6";"nM";"7.69";"";"342626";"UO_0000065";"16.91";"0.31";"3.04";"7.12";"True";"CHEMBL3887533";"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886356";"37";"BindingDB Database";"";"2015";"None"
